Var2	value	sum	genome
5197	41X11870751	outsider	8	41
5198	41X11870792	outsider	5	41
5199	41X11870799	outsider	3	41
5200	41X11871456	outsider	8	41
5201	41X11873712	outsider	3	41
5202	41X11873718	outsider	3	41
5203	41X11876095	outsider	10	41
5204	41X11876285	outsider	6	41
5205	41X11876426	outsider	3	41
5206	41X11876546	outsider	3	41
5207	41X11877634	outsider	3	41
5208	41X11878203	outsider	9	41
5209	41X11878949	outsider	3	41
5210	41X11878950	outsider	3	41
5211	41X11878951	outsider	3	41
5212	41X11878963	outsider	3	41
5213	41X11878965	outsider	3	41
5214	41X11878966	outsider	3	41
5215	41X11879286	outsider	8	41
5216	41X11880517	outsider	3	41
5217	41X11880831	outsider	5	41
5218	41X11880976	outsider	7	41
5219	41X11881856	outsider	9	41
5220	41X11881906	outsider	4	41
5221	41X11881912	outsider	3	41
5222	41X11882725	outsider	3	41
5223	41X11883797	outsider	5	41
5224	41X11884050	outsider	4	41
5225	41X11884054	outsider	3	41
5226	41X11884525	outsider	10	41
5227	41X11886326	outsider	4	41
5228	41X11887351	outsider	3	41
5229	41X11887384	outsider	5	41
5230	41X11887387	outsider	7	41
5231	41X11887593	outsider	3	41
5232	41X11889018	outsider	3	41
5233	41X11889199	outsider	4	41
5234	41X11889711	outsider	4	41
5235	41X11889763	outsider	17	41
5236	41X11890593	outsider	3	41
5237	41X11890917	outsider	3	41
5238	41X11892549	outsider	9	41
5239	41X11892739	outsider	3	41
5240	41X11892997	outsider	5	41
5241	41X11893999	outsider	3	41
5242	41X11895514	outsider	15	41
5243	41X11895693	outsider	12	41
5244	41X11897122	outsider	3	41
5245	41X11897491	outsider	4	41
5246	41X11898531	outsider	3	41
5247	41X11898748	outsider	5	41
5248	41X11898881	outsider	3	41
5249	41X11899073	outsider	3	41
5250	41X11899098	outsider	8	41
5251	41X11899496	outsider	8	41
5252	41X11899708	outsider	3	41
5253	41X11900818	outsider	4	41
5254	41X11902145	outsider	7	41
5255	41X11903959	outsider	13	41
5256	41X11904022	outsider	3	41
5257	41X11905718	outsider	5	41
5258	41X11905954	outsider	3	41
5259	41X11906184	outsider	3	41
5260	41X11906755	outsider	3	41
5261	41X11906757	outsider	3	41
5262	41X11906758	outsider	3	41
5263	41X11906759	outsider	3	41
5264	41X11906901	outsider	7	41
5265	41X11907261	outsider	11	41
5266	41X11909279	outsider	6	41
5267	41X11910165	outsider	6	41
5268	41X11910447	outsider	4	41
5269	41X11911390	outsider	6	41
5270	41X11913009	outsider	4	41
5271	41X11913233	outsider	5	41
5272	41X11913328	outsider	3	41
5273	41X11914692	outsider	3	41
5274	41X11914694	outsider	3	41
5275	41X11914696	outsider	3	41
5276	41X11914697	outsider	3	41
5277	41X11916062	outsider	12	41
5278	41X11916714	outsider	3	41
5279	41X11919235	outsider	3	41
5280	41X11919828	outsider	4	41
5281	41X11921285	outsider	8	41
5282	41X11921385	outsider	3	41
5283	41X11922253	outsider	3	41
5284	41X11925814	outsider	13	41
5285	41X11925860	outsider	12	41
5286	41X11926443	outsider	3	41
5287	41X11927409	outsider	3	41
5288	41X11928085	outsider	5	41
5289	41X11928102	outsider	9	41
5290	41X11928105	outsider	5	41
5291	41X11928642	outsider	3	41
5292	41X11929024	outsider	5	41
5293	41X11929191	outsider	3	41
5294	41X11929445	outsider	4	41
5295	41X11932113	outsider	6	41
5296	41X11933854	outsider	7	41
5297	41X11933977	outsider	4	41
5298	41X11934321	outsider	3	41
5299	41X11935051	outsider	3	41
5300	41X11935565	outsider	7	41
5301	41X11937616	outsider	3	41
5302	41X11938281	outsider	3	41
5303	41X11939870	outsider	3	41
5304	41X11940127	outsider	3	41
5305	41X11940661	outsider	3	41
5306	41X11940976	outsider	3	41
5307	41X11941117	outsider	4	41
5308	41X11941815	outsider	3	41
5309	41X11942229	outsider	17	41
5310	41X11943178	outsider	18	41
5311	41X11943264	outsider	3	41
5312	41X11943686	outsider	10	41
5313	41X11943687	outsider	3	41
5314	41X11943727	outsider	16	41
5315	41X11944347	outsider	3	41
5316	41X11944444	outsider	4	41
5317	41X11946341	outsider	11	41
5318	41X11946461	outsider	3	41
5319	41X11947119	outsider	7	41
5320	41X11947445	outsider	3	41
5321	41X11947446	outsider	4	41
5322	41X11947447	outsider	3	41
5323	41X11947590	outsider	3	41
5324	41X11947592	outsider	6	41
5325	41X11947827	outsider	3	41
5326	41X11947828	outsider	3	41
5327	41X11947829	outsider	3	41
5328	41X11947831	outsider	4	41
5329	41X11949386	outsider	5	41
5330	41X11949984	outsider	7	41
5331	41X11950408	outsider	4	41
5332	41X11952113	outsider	3	41
5333	41X11952163	outsider	3	41
5334	41X11952216	outsider	5	41
5335	41X11952651	outsider	7	41
5336	41X11953785	outsider	4	41
5337	41X11956745	outsider	3	41
5338	41X11958195	outsider	10	41
5339	41X11961562	outsider	3	41
5340	41X11961824	outsider	5	41
5341	41X11961860	outsider	6	41
5342	41X11961861	outsider	7	41
5343	41X11961864	outsider	15	41
5344	41X11961868	outsider	9	41
5345	41X11962088	outsider	4	41
5346	41X11962136	outsider	9	41
5347	41X11962750	outsider	3	41
5348	41X11962752	outsider	3	41
5349	41X11964915	outsider	3	41
5350	41X11964918	outsider	4	41
5351	41X11965696	outsider	4	41
5352	41X11965976	outsider	5	41
5353	41X11966361	outsider	3	41
5354	41X11967086	outsider	9	41
5355	41X11969474	outsider	3	41
5356	41X11969475	outsider	3	41
5357	41X11969480	outsider	6	41
5358	41X11969481	outsider	3	41
5359	41X11969831	outsider	3	41
5360	41X11970719	outsider	3	41
5361	41X11971483	outsider	3	41
5362	41X11972011	outsider	6	41
5363	41X11972877	outsider	4	41
5364	41X11977721	outsider	3	41
5365	41X11978042	outsider	3	41
5366	41X11978575	outsider	7	41
5367	41X11978640	outsider	3	41
5368	41X11981838	outsider	3	41
5369	41X11982807	outsider	3	41
5370	41X11983085	outsider	3	41
5371	41X11983087	outsider	3	41
5372	41X11983481	outsider	3	41
5373	41X11987194	outsider	9	41
5374	41X11988941	outsider	3	41
5375	41X11989201	outsider	3	41
5376	41X11989353	outsider	4	41
5377	41X11990399	outsider	3	41
5378	41X11990732	outsider	3	41
5379	41X11990734	outsider	9	41
5380	41X11991193	outsider	3	41
5381	41X11991718	outsider	9	41
5382	41X11991741	outsider	4	41
5383	41X11993167	outsider	10	41
5384	41X11993654	outsider	3	41
5385	41X11994237	outsider	3	41
5386	41X11994238	outsider	3	41
5387	41X11994240	outsider	3	41
5388	41X11994241	outsider	3	41
5389	41X11994244	outsider	3	41
5390	41X11994245	outsider	3	41
5391	41X11994246	outsider	3	41
5392	41X11994247	outsider	3	41
5393	41X11994248	outsider	3	41
5394	41X11994249	outsider	3	41
5395	41X11994250	outsider	3	41
5396	41X11994251	outsider	3	41
5397	41X11994252	outsider	3	41
5398	41X11994253	outsider	3	41
5399	41X11994386	outsider	6	41
5400	41X11994625	outsider	7	41
5401	41X11997640	outsider	4	41
5402	41X11997849	outsider	3	41
5403	41X11998387	outsider	4	41
5404	41X11998412	outsider	3	41
5405	41X11998415	outsider	3	41
5406	41X11998788	outsider	3	41
5407	41X11998795	outsider	4	41
5408	41X11999140	outsider	3	41
5409	41X11999368	outsider	3	41
5410	41X11999481	outsider	3	41
5411	41X11999790	outsider	3	41
5412	41X12000554	outsider	3	41
5413	41X12000631	outsider	3	41
5414	41X12002446	outsider	3	41
5415	41X12002662	outsider	9	41
5416	41X12002950	outsider	3	41
5417	41X12003383	outsider	3	41
5418	41X12003384	outsider	3	41
5419	41X12004009	outsider	4	41
5420	41X12004274	outsider	10	41
5421	41X12004523	outsider	4	41
5422	41X12004767	outsider	8	41
5423	41X12005612	outsider	3	41
5424	41X12006756	outsider	3	41
5425	41X12006772	outsider	7	41
5426	41X12007743	outsider	3	41
5427	41X12007744	outsider	3	41
5428	41X12007746	outsider	3	41
5429	41X12007748	outsider	3	41
5430	41X12009301	outsider	3	41
5431	41X12009302	outsider	3	41
5432	41X12009303	outsider	4	41
5433	41X12009304	outsider	3	41
5434	41X12009305	outsider	3	41
5435	41X12009306	outsider	3	41
5436	41X12009311	outsider	3	41
5437	41X12009312	outsider	3	41
5438	41X12009313	outsider	3	41
5439	41X12009314	outsider	3	41
5440	41X12009318	outsider	3	41
5441	41X12009320	outsider	3	41
5442	41X12009322	outsider	3	41
5443	41X12009323	outsider	3	41
5444	41X12009399	outsider	14	41
5445	41X12010993	outsider	3	41
5446	41X12011088	outsider	4	41
5447	41X12012479	outsider	4	41
5448	41X12012630	outsider	3	41
5449	41X12013260	outsider	15	41
5450	41X12014515	outsider	6	41
5451	41X12015693	outsider	3	41
5452	41X12016422	outsider	4	41
5453	41X12016589	outsider	3	41
5454	41X12016976	outsider	5	41
5455	41X12017733	outsider	5	41
5456	41X12019292	outsider	3	41
5457	41X12019454	outsider	4	41
5458	41X12019698	outsider	4	41
5459	41X12020410	outsider	4	41
5460	41X12022367	outsider	3	41
5461	41X12022370	outsider	3	41
5462	41X12022573	outsider	4	41
5463	41X12022672	outsider	3	41
5464	41X12024592	outsider	3	41
5465	41X12025724	outsider	5	41
5466	41X12026531	outsider	3	41
5467	41X12026542	outsider	3	41
5468	41X12026896	outsider	5	41
5469	41X12026897	outsider	4	41
5470	41X12027273	outsider	3	41
5471	41X12028098	outsider	3	41
5472	41X12029043	outsider	3	41
5473	41X12029044	outsider	3	41
5474	41X12029045	outsider	3	41
5475	41X12029046	outsider	3	41
5476	41X12029050	outsider	3	41
5477	41X12029051	outsider	3	41
5478	41X12029056	outsider	3	41
5479	41X12029057	outsider	3	41
5480	41X12029059	outsider	3	41
5481	41X12029060	outsider	3	41
5482	41X12029061	outsider	3	41
5483	41X12029063	outsider	3	41
5484	41X12029064	outsider	3	41
5485	41X12029067	outsider	3	41
5486	41X12029068	outsider	3	41
5487	41X12029070	outsider	3	41
5488	41X12029071	outsider	3	41
5489	41X12029074	outsider	3	41
5490	41X12029075	outsider	3	41
5491	41X12029083	outsider	4	41
5492	41X12029729	outsider	3	41
5493	41X12031574	outsider	3	41
5494	41X12031638	outsider	3	41
5495	41X12031731	outsider	3	41
5496	41X12032512	outsider	4	41
5497	41X12033237	outsider	3	41
5498	41X12033238	outsider	3	41
5499	41X12033239	outsider	3	41
5500	41X12033242	outsider	3	41
5501	41X12033245	outsider	3	41
5502	41X12033246	outsider	3	41
5503	41X12033247	outsider	3	41
5504	41X12033248	outsider	3	41
5505	41X12033249	outsider	3	41
5506	41X12033250	outsider	3	41
5507	41X12033251	outsider	3	41
5508	41X12033252	outsider	3	41
5509	41X12033256	outsider	3	41
5510	41X12033258	outsider	3	41
5511	41X12033260	outsider	3	41
5512	41X12033261	outsider	3	41
5513	41X12033262	outsider	3	41
5514	41X12033264	outsider	3	41
5515	41X12033266	outsider	3	41
5516	41X12033267	outsider	3	41
5517	41X12033270	outsider	3	41
5518	41X12033271	outsider	3	41
5519	41X12033273	outsider	3	41
5520	41X12033275	outsider	3	41
5521	41X12033278	outsider	3	41
5522	41X12035314	outsider	3	41
5523	41X12036453	outsider	3	41
5524	41X12037314	outsider	3	41
5525	41X12037486	outsider	13	41
5526	41X12037488	outsider	3	41
5527	41X12038267	outsider	8	41
5528	41X12038396	outsider	8	41
5529	41X12038851	outsider	3	41
5530	41X12041983	outsider	3	41
5531	41X12043590	outsider	3	41
5532	41X12044053	outsider	3	41
5533	41X12044416	outsider	9	41
5534	41X12044520	outsider	11	41
5535	41X12044718	outsider	4	41
5536	41X12048256	outsider	3	41
5537	41X12048795	outsider	11	41
5538	41X12049415	outsider	3	41
5539	41X12049418	outsider	4	41
5540	41X12049948	outsider	7	41
5541	41X12049982	outsider	3	41
5542	41X12050465	outsider	3	41
5543	41X12050885	outsider	3	41
5544	41X12050886	outsider	3	41
5545	41X12052084	outsider	3	41
5546	41X12052251	outsider	4	41
5547	41X12053160	outsider	3	41
5548	41X12055211	outsider	4	41
5549	41X12055896	outsider	3	41
5550	41X12055897	outsider	3	41
5551	41X12055898	outsider	3	41
5552	41X12055899	outsider	3	41
5553	41X12057123	outsider	3	41
5554	41X12057508	outsider	9	41
5555	41X12058601	outsider	7	41
5556	41X12059928	outsider	5	41
5557	41X12060934	outsider	3	41
5558	41X12061334	outsider	7	41
5559	41X12062565	outsider	3	41
5560	41X12062638	outsider	5	41
5561	41X12062800	outsider	5	41
5562	41X12063760	outsider	14	41
5563	41X12063981	outsider	3	41
5564	41X12064919	outsider	8	41
5565	41X12066329	outsider	3	41
5566	41X12068042	outsider	4	41
5567	41X12069084	outsider	3	41
5568	41X12069284	outsider	3	41
5569	41X12069549	outsider	3	41
5570	41X12070018	outsider	3	41
5571	41X12071335	outsider	3	41
5572	41X12072113	outsider	5	41
5573	41X12074625	outsider	4	41
5574	41X12075413	outsider	3	41
5575	41X12076333	outsider	10	41
5576	41X12080014	outsider	11	41
5577	41X12080109	outsider	3	41
5578	41X12080110	outsider	3	41
5579	41X12080111	outsider	3	41
5580	41X12080112	outsider	3	41
5581	41X12080114	outsider	3	41
5582	41X12080119	outsider	3	41
5583	41X12080312	outsider	5	41
5584	41X12081618	outsider	3	41
5585	41X12081845	outsider	7	41
5586	41X12081915	outsider	8	41
5587	41X12083266	outsider	14	41
5588	41X12083392	outsider	3	41
5589	41X12083393	outsider	3	41
5590	41X12083876	outsider	14	41
5591	41X12086454	outsider	3	41
5592	41X12086926	outsider	9	41
5593	41X12087679	outsider	3	41
5594	41X12087682	outsider	3	41
5595	41X12087684	outsider	3	41
5596	41X12088682	outsider	6	41
5597	41X12088802	outsider	3	41
5598	41X12089053	outsider	11	41
5599	41X12089554	outsider	3	41
5600	41X12090056	outsider	4	41
5601	41X12090140	outsider	3	41
5602	41X12091791	outsider	6	41
5603	41X12092436	outsider	5	41
5604	41X12095347	outsider	12	41
5605	41X12097000	outsider	3	41
5606	41X12097617	outsider	3	41
5607	41X12097658	outsider	3	41
5608	41X12099289	outsider	7	41
5609	41X12100896	outsider	5	41
5610	41X12103340	outsider	3	41
5611	41X12103341	outsider	3	41
5612	41X12103342	outsider	3	41
5613	41X12103344	outsider	3	41
5614	41X12103345	outsider	3	41
5615	41X12103567	outsider	8	41
5616	41X12104547	outsider	3	41
5617	41X12104554	outsider	4	41
5618	41X12105316	outsider	8	41
5619	41X12105590	outsider	10	41
5620	41X12106523	outsider	5	41
5621	41X12106559	outsider	3	41
5622	41X12106908	outsider	3	41
5623	41X12107609	outsider	3	41
5624	41X12107699	outsider	3	41
5625	41X12109641	outsider	14	41
5626	41X12111522	outsider	9	41
5627	41X12111523	outsider	7	41
5628	41X12113317	outsider	3	41
5629	41X12115725	outsider	3	41
5630	41X12117599	outsider	5	41
5631	41X12118601	outsider	4	41
5632	41X12118951	outsider	3	41
5633	41X12119160	outsider	3	41
5634	41X12119162	outsider	3	41
5635	41X12119644	outsider	4	41
5636	41X12119985	outsider	16	41
5637	41X12120077	outsider	3	41
5638	41X12121377	outsider	4	41
5639	41X12121442	outsider	3	41
5640	41X12122457	outsider	9	41
5641	41X12122684	outsider	3	41
5642	41X12122938	outsider	3	41
5643	41X12123897	outsider	8	41
5644	41X12123899	outsider	4	41
5645	41X12124354	outsider	3	41
5646	41X12124355	outsider	3	41
5647	41X12124433	outsider	8	41
5648	41X12124577	outsider	3	41
5649	41X12124579	outsider	4	41
5650	41X12124849	outsider	3	41
5651	41X12124858	outsider	11	41
5652	41X12124889	outsider	4	41
5653	42X12294095	outsider	3	42
5654	43X12295964	outsider	3	43
5655	43X12300434	outsider	4	43
5656	43X12303499	outsider	5	43
5657	43X12307022	outsider	3	43
5658	43X12317288	outsider	4	43
5659	43X12317295	outsider	6	43
5660	43X12319749	outsider	5	43
5661	43X12321008	outsider	3	43
5662	43X12321334	outsider	3	43
5663	43X12321777	outsider	6	43
5664	43X12326471	outsider	5	43
5665	43X12328591	outsider	3	43
5666	43X12328644	outsider	3	43
5667	43X12329148	outsider	6	43
5668	43X12335257	outsider	3	43
5669	43X12338153	outsider	3	43
5670	43X12338487	outsider	4	43
5671	43X12340692	outsider	4	43
5672	43X12341147	outsider	4	43
5673	43X12342222	outsider	4	43
5674	43X12342284	outsider	3	43
5675	43X12343498	outsider	4	43
5676	43X12343765	outsider	5	43
5677	43X12360996	outsider	3	43
5678	43X12360998	outsider	5	43
5679	43X12378912	outsider	3	43
5680	43X12381096	outsider	3	43
5681	43X12386119	outsider	5	43
5682	43X12393901	outsider	4	43
5683	43X12393946	outsider	4	43
5684	43X12393951	outsider	5	43
5685	43X12400252	outsider	3	43
5686	43X12410914	outsider	6	43
5687	43X12420582	outsider	4	43
5688	43X12424406	outsider	3	43
5689	44X12440880	outsider	4	44
5690	44X12448142	outsider	3	44
5691	44X12448503	outsider	11	44
5692	44X12448523	outsider	12	44
5693	44X12450348	outsider	13	44
5694	44X12450370	outsider	7	44
5695	44X12450518	outsider	3	44
5696	44X12456001	outsider	6	44
5697	44X12457838	outsider	3	44
5698	44X12474536	outsider	9	44
5699	44X12474604	outsider	8	44
5700	44X12477940	outsider	3	44
5701	44X12492801	outsider	5	44
5702	44X12492981	outsider	3	44
5703	44X12497870	outsider	3	44
5704	44X12512271	outsider	4	44
5705	44X12537318	outsider	3	44
5706	44X12537955	outsider	3	44
5707	44X12537976	outsider	3	44
5708	44X12537985	outsider	5	44
5709	44X12538055	outsider	5	44
5710	44X12538068	outsider	4	44
5711	44X12538070	outsider	7	44
5712	44X12538071	outsider	13	44
5713	44X12538072	outsider	12	44
5714	44X12562920	outsider	3	44
5715	44X12593078	outsider	8	44
5716	44X12598249	outsider	8	44
5717	44X12613490	outsider	3	44
5718	44X12651939	outsider	3	44
5719	44X12709802	outsider	4	44
5720	44X12711313	outsider	3	44
5721	44X12712267	outsider	3	44
5722	44X12743669	outsider	4	44
5723	44X12752800	outsider	9	44
5724	44X12752824	outsider	7	44
5725	44X12785190	outsider	3	44
5726	44X12805413	outsider	4	44
5727	44X12820383	outsider	3	44
5728	44X12831579	outsider	12	44
5729	44X12831613	outsider	12	44
5730	44X12831941	outsider	3	44
5731	44X12848170	outsider	3	44
5732	44X12848171	outsider	3	44
5733	44X12848176	outsider	3	44
5734	44X12848394	outsider	11	44
5735	44X12848400	outsider	9	44
5736	44X12856411	outsider	6	44
5737	44X12856417	outsider	3	44
5738	44X12856551	outsider	3	44
5739	44X12863583	outsider	3	44
5740	44X12870332	outsider	5	44
5741	44X12872600	outsider	6	44
5742	44X12887974	outsider	8	44
5743	44X12887975	outsider	5	44
5744	44X12892805	outsider	3	44
5745	44X12906951	outsider	4	44
5746	44X12932135	outsider	4	44
5747	44X12954562	outsider	14	44
5748	44X12969881	outsider	8	44
5749	44X12971541	outsider	3	44
5750	44X12974396	outsider	3	44
5751	44X12977546	outsider	3	44
5752	44X13020932	outsider	5	44
5753	44X13029731	outsider	6	44
5754	44X13034129	outsider	5	44
5755	44X13035983	outsider	3	44
5756	44X13061081	outsider	3	44
5757	44X13061082	outsider	3	44
5758	44X13070704	outsider	5	44
5759	44X13103169	outsider	4	44
5760	44X13170475	outsider	3	44
5761	44X13173494	outsider	12	44
5762	44X13193206	outsider	3	44
5763	44X13194211	outsider	3	44
5764	44X13194651	outsider	3	44
5765	44X13214120	outsider	3	44
5766	44X13225240	outsider	3	44
5767	44X13245959	outsider	5	44
5768	44X13321046	outsider	3	44
5769	44X13332456	outsider	3	44
5770	44X13362963	outsider	4	44
5771	44X13363628	outsider	3	44
5772	44X13366999	outsider	8	44
5773	44X13380099	outsider	6	44
5774	44X13389596	outsider	3	44
5775	44X13408553	outsider	3	44
5776	44X13420082	outsider	6	44
5777	44X13440427	outsider	3	44
5778	44X13445651	outsider	5	44
5779	44X13472433	outsider	3	44
5780	44X13505257	outsider	3	44
5781	44X13511458	outsider	7	44
5782	44X13535456	outsider	4	44
5783	44X13537121	outsider	3	44
5784	44X13545756	outsider	4	44
5785	44X13552005	outsider	3	44
5786	44X13618694	outsider	9	44
5787	44X13618898	outsider	7	44
5788	44X13628171	outsider	3	44
5789	44X13631421	outsider	3	44
5790	44X13641495	outsider	4	44
5791	44X13642274	outsider	3	44
5792	44X13656522	outsider	3	44
5793	44X13671541	outsider	9	44
5794	44X13673375	outsider	4	44
5795	44X13693066	outsider	3	44
5796	44X13717868	outsider	4	44
5797	44X13735332	outsider	3	44
5798	44X13747991	outsider	3	44
5799	44X13748014	outsider	3	44
5800	44X13748022	outsider	3	44
5801	44X13751296	outsider	3	44
5802	44X13754205	outsider	3	44
5803	44X13769629	outsider	6	44
5804	44X13778641	outsider	7	44
5805	44X13793333	outsider	3	44
5806	44X13810326	outsider	3	44
5807	44X13811179	outsider	3	44
5808	44X13812327	outsider	5	44
5809	44X13813038	outsider	3	44
5810	44X13818914	outsider	3	44
5811	44X13825771	outsider	4	44
5812	44X13837274	outsider	8	44
5813	44X13847940	outsider	6	44
5814	44X13848820	outsider	3	44
5815	44X13850206	outsider	4	44
5816	44X13851025	outsider	8	44
5817	44X13854513	outsider	3	44
5818	44X13865733	outsider	3	44
5819	44X13884085	outsider	4	44
5820	44X13888541	outsider	3	44
5821	44X13892716	outsider	3	44
5822	44X13896741	outsider	4	44
5823	44X13905094	outsider	5	44
5824	44X13906490	outsider	3	44
5825	44X13921117	outsider	3	44
5826	44X13927735	outsider	3	44
5827	44X13960022	outsider	3	44
5828	44X13964053	outsider	3	44
5829	44X13964069	outsider	3	44
5830	44X13979821	outsider	4	44
5831	44X13989085	outsider	3	44
5832	44X13989659	outsider	3	44
5833	44X13995452	outsider	7	44
5834	44X14021290	outsider	7	44
5835	44X14021485	outsider	3	44
5836	44X14031250	outsider	3	44
5837	44X14033862	outsider	3	44
5838	44X14036778	outsider	3	44
5839	44X14036783	outsider	3	44
5840	44X14044144	outsider	3	44
5841	44X14046806	outsider	3	44
5842	44X14047508	outsider	10	44
5843	44X14047509	outsider	6	44
5844	44X14047511	outsider	8	44
5845	44X14072250	outsider	3	44
5846	44X14074267	outsider	3	44
5847	44X14076242	outsider	8	44
5848	44X14091738	outsider	3	44
5849	44X14129476	outsider	3	44
5850	44X14132309	outsider	7	44
5851	44X14200371	outsider	8	44
5852	44X14200382	outsider	6	44
5853	44X14261889	outsider	3	44
5854	44X14281510	outsider	3	44
5855	44X14299146	outsider	9	44
5856	44X14303100	outsider	10	44
5857	44X14303127	outsider	11	44
5858	44X14303140	outsider	11	44
5859	44X14303145	outsider	11	44
5860	44X14320315	outsider	8	44
5861	44X14337895	outsider	5	44
5862	44X14357913	outsider	9	44
5863	44X14357929	outsider	14	44
5864	44X14364921	outsider	3	44
5865	44X14381636	outsider	13	44
5866	44X14381640	outsider	6	44
5867	44X14381649	outsider	13	44
5868	44X14381715	outsider	14	44
5869	44X14381718	outsider	13	44
5870	44X14381731	outsider	9	44
5871	44X14387191	outsider	3	44
5872	44X14435590	outsider	8	44
5873	44X14445354	outsider	3	44
5874	44X14445391	outsider	3	44
5875	44X14445392	outsider	3	44
5876	44X14445394	outsider	3	44
5877	44X14445396	outsider	3	44
5878	44X14445397	outsider	3	44
5879	44X14445401	outsider	3	44
5880	44X14445404	outsider	4	44
5881	44X14445406	outsider	3	44
5882	44X14445409	outsider	3	44
5883	44X14445423	outsider	7	44
5884	44X14445424	outsider	10	44
5885	44X14445451	outsider	3	44
5886	44X14445453	outsider	3	44
5887	44X14445459	outsider	3	44
5888	44X14445460	outsider	3	44
5889	44X14445461	outsider	3	44
5890	44X14450618	outsider	5	44
5891	44X14467002	outsider	7	44
5892	44X14468434	outsider	5	44
5893	44X14494052	outsider	5	44
5894	44X14500449	outsider	3	44
5895	44X14505772	outsider	6	44
5896	44X14528246	outsider	4	44
5897	44X14528479	outsider	11	44
5898	44X14535758	outsider	3	44
5899	44X14545630	outsider	7	44
5900	44X14552001	outsider	4	44
5901	44X14559518	outsider	3	44
5902	44X14569361	outsider	3	44
5903	44X14569373	outsider	3	44
5904	44X14574642	outsider	3	44
5905	44X14592179	outsider	6	44
5906	44X14603164	outsider	4	44
5907	44X14609094	outsider	3	44
5908	44X14641536	outsider	3	44
5909	44X14641541	outsider	3	44
5910	44X14667811	outsider	3	44
5911	44X14715775	outsider	3	44
5912	44X14735203	outsider	3	44
5913	44X14735348	outsider	3	44
5914	44X14777359	outsider	4	44
5915	44X14791730	outsider	3	44
5916	44X14794560	outsider	3	44
5917	44X14794946	outsider	4	44
5918	44X14806532	outsider	10	44
5919	44X14807021	outsider	3	44
5920	44X14809613	outsider	3	44
5921	44X14825258	outsider	5	44
5922	44X14826649	outsider	3	44
5923	44X14831776	outsider	3	44
5924	44X14853163	outsider	5	44
5925	44X14864267	outsider	3	44
5926	44X14864271	outsider	3	44
5927	44X14865531	outsider	14	44
5928	44X14867112	outsider	3	44
5929	44X14867144	outsider	3	44
5930	44X14875873	outsider	4	44
5931	44X14877736	outsider	6	44
5932	44X14878208	outsider	3	44
5933	44X14882179	outsider	3	44
5934	44X14902331	outsider	3	44
5935	44X14902588	outsider	4	44
5936	44X14917805	outsider	3	44
5937	44X14922291	outsider	3	44
5938	44X14944090	outsider	13	44
5939	44X14944371	outsider	4	44
5940	44X14952599	outsider	3	44
5941	44X14958936	outsider	3	44
5942	44X14962985	outsider	6	44
5943	44X14963035	outsider	3	44
5944	44X15031780	outsider	4	44
5945	44X15048578	outsider	3	44
5946	44X15079356	outsider	3	44
5947	44X15092484	outsider	5	44
5948	44X15096062	outsider	5	44
5949	44X15106515	outsider	8	44
5950	44X15114191	outsider	3	44
5951	44X15169636	outsider	3	44
5952	44X15176721	outsider	4	44
5953	44X15183670	outsider	3	44
5954	44X15206396	outsider	3	44
5955	44X15210189	outsider	3	44
5956	44X15266414	outsider	4	44
5957	44X15281666	outsider	3	44
5958	44X15365545	outsider	3	44
5959	44X15371192	outsider	4	44
5960	44X15392795	outsider	3	44
5961	44X15392805	outsider	3	44
5962	44X15432558	outsider	3	44
5963	44X15437112	outsider	5	44
5964	44X15437609	outsider	3	44
5965	44X15448140	outsider	4	44
5966	44X15459320	outsider	8	44
5967	44X15495140	outsider	7	44
5968	44X15504804	outsider	3	44
5969	44X15513912	outsider	3	44
5970	44X15525266	outsider	3	44
5971	44X15526685	outsider	9	44
5972	44X15526690	outsider	9	44
5973	44X15526703	outsider	8	44
5974	44X15526736	outsider	4	44
5975	44X15530890	outsider	3	44
5976	44X15532244	outsider	3	44
5977	44X15547866	outsider	9	44
5978	44X15562322	outsider	3	44
5979	44X15586090	outsider	3	44
5980	44X15589768	outsider	3	44
5981	44X15589778	outsider	3	44
5982	44X15612515	outsider	6	44
5983	44X15616881	outsider	13	44
5984	44X15616882	outsider	7	44
5985	44X15649833	outsider	4	44
5986	44X15660308	outsider	7	44
5987	44X15661013	outsider	3	44
5988	44X15665571	outsider	3	44
5989	44X15665594	outsider	6	44
5990	44X15714182	outsider	11	44
5991	44X15775070	outsider	4	44
5992	44X15790827	outsider	3	44
5993	44X15794047	outsider	4	44
5994	44X15794051	outsider	4	44
5995	44X15803619	outsider	3	44
5996	44X15835665	outsider	13	44
5997	44X15843311	outsider	3	44
5998	44X15848044	outsider	3	44
5999	44X15851259	outsider	4	44
6000	44X15851260	outsider	3	44
6001	44X15885535	outsider	5	44
6002	44X15902832	outsider	5	44
6003	44X15910942	outsider	3	44
6004	44X15923591	outsider	6	44
6005	44X15923641	outsider	3	44
6006	44X15939942	outsider	3	44
6007	44X15964055	outsider	3	44
6008	44X15965239	outsider	3	44
6009	44X15972351	outsider	4	44
6010	44X15974924	outsider	3	44
6011	44X15976226	outsider	3	44
6012	44X16000385	outsider	3	44
6013	44X16004557	outsider	5	44
6014	44X16005669	outsider	5	44
6015	44X16030912	outsider	4	44
6016	44X16041335	outsider	7	44
6017	44X16050234	outsider	3	44
6018	44X16076167	outsider	5	44
